linkUrl,customEvent:DATAGOV_dataset_organization,customEvent:DATAGOV_dataset_publisher,fileExtension,fileName,pageLocation,pageTitle,eventCount
https://data.chhs.ca.gov/dataset/44c01ec9-f092-422f-bf55-421aa975dac6/resource/6bc0a279-a8a3-4277-a4,State of California,ca-gov,pdf,data-dictionary-for-readmission-rates-in-patients-previously-discharged-ama-vs-not-ama.pdf,https://catalog.data.gov/dataset/patients-leaving-california-hospitals-against-medical-advice-ama-d12d6,Patients Leaving California Hospitals Against Medical Advice (AMA) - Catalog,3
https://data.chhs.ca.gov/dataset/44c01ec9-f092-422f-bf55-421aa975dac6/resource/aae9dc8f-3675-4e15-b9,State of California,ca-gov,pdf,data_dictionary_for_patients_leaving_ca_hospitals_ama.pdf,https://catalog.data.gov/dataset/patients-leaving-california-hospitals-against-medical-advice-ama-d12d6,Patients Leaving California Hospitals Against Medical Advice (AMA) - Catalog,3
https://data.chhs.ca.gov/dataset/44f54d54-e12c-4c06-b32e-924ecf4410d5/resource/5ce727f6-7a94-470b-8f,State of California,ca-gov,csv,sourceofadmissionpdd.csv,https://catalog.data.gov/dataset/hospital-inpatient-characteristics-by-patient-county-of-residence-e34d3,Hospital Inpatient - Characteristics by Patient County of Residence - Catalog,3
https://data.chhs.ca.gov/dataset/4ea80791-c308-4026-8a94-0e9070b53929/resource/6406cc05-0b2c-42e4-a3,State of California,ca-gov,xlsx,poverty_rate_by_california_regions__dd.xlsx,https://catalog.data.gov/dataset/poverty-rate-200-fpl-and-child-under-18-poverty-rate-by-california-regions-677d0,Poverty Rate (<200% FPL) and Child (under 18) Poverty Rate by California Regions - Catalog,3
https://data.chhs.ca.gov/dataset/596b5eed-31de-4fd8-a645-249f3f9b19c4/resource/57da6c9a-41a7-44b0-ab,State of California,ca-gov,csv,cscpopendata.csv,https://catalog.data.gov/dataset/chemicals-in-cosmetics-2a971,化妆品中的化学品 - 目录,3
https://data.chhs.ca.gov/dataset/596b5eed-31de-4fd8-a645-249f3f9b19c4/resource/8587c728-9b5e-4e69-81,State of California,ca-gov,xlsx,chemicalsincosmetics-dd-subcategories.xlsx,https://catalog.data.gov/dataset/chemicals-in-cosmetics-2a971/resource/0557040a-d04f-438f-8419-6591ca7d3861?inner_span=True,Chemicals in Cosmetics - Chemicals In Cosmetics Subcategories - Catalog,3
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/6f0ba834-6e24-4059-ae,State of California,ca-gov,zip,adult-depression-lghc-indicator-24-o3z8iini.zip,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3/resource/80b8e0bb-be68-406e-9de3-54b64c8189c9,Adult Depression (LGHC Indicator) - All resource data - Catalog,3
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/724c6fd8-a645-4e52-b6,State of California,ca-gov,csv,adult-depression-lghc-indicator-24.csv,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3,Depresión en adultos (indicador LGHC) - Catálogo,3
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/724c6fd8-a645-4e52-b6,State of California,ca-gov,csv,adult-depression-lghc-indicator-24.csv,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3?fbclid=IwY2xjawG2OQ9leHRuA2FlbQIxMAABHWbmXUygv5kUKDC-nSGzkXFGjIYA-2Qsg_9bYynU2d1lKiXsA969aZOWMg_aem_fUrbpPUP_82bR0B1xiYNrQ,Adult Depression (LGHC Indicator) - Catalog,3
https://data.chhs.ca.gov/dataset/5b5ec987-692c-4b63-a6cb-ef97db518ee7/resource/eb592e95-d6bd-4ec7-94,State of California,ca-gov,csv,encounters-by-facility_2012-2022_20230428.csv,https://catalog.data.gov/dataset/hospital-emergency-department-encounters-by-facility-3491f,Hospital Emergency Department - Encounters by Facility - Catalog,3
https://data.chhs.ca.gov/dataset/6214db5a-1953-4acd-90eb-08673d3598c4/resource/f5f4d25b-2a63-4e2a-a3,State of California,ca-gov,xlsx,adults-meeting-physical-activity-guidelines-lghc-indicator-16-dd.xlsx,https://catalog.data.gov/dataset/adults-meeting-physical-activity-guidelines-lghc-indicator-c6391,Adults Meeting Physical Activity Guidelines (LGHC Indicator) - Catalog,3
https://data.chhs.ca.gov/dataset/6273489c-f898-4ae7-bab1-9020cb1f64c6/resource/05910f27-3bf0-4609-ba,State of California,ca-gov,zip,race-ethnicity-health-workforce-trends-mm0qzc.zip,https://catalog.data.gov/dataset/race-ethnicity-health-workforce-trends-223c8,Race/Ethnicity Health Workforce Trends - Catalog,3
https://data.chhs.ca.gov/dataset/65ebb5d8-1a1d-4144-8c2e-0ec85f49f30a/resource/fedfa590-fba4-4452-8c,State of California,ca-gov,csv,ofp-ccw-by-program_contra-type_age-group_14-16_32019.csv,https://catalog.data.gov/dataset/contraceptive-care-use-for-women-by-program-contraceptive-type-and-age-group-683ed/resource/03287ff3-d81c-4b60-b5a5-0721992f2433,"Contraceptive Care Use for Women by Program, Contraceptive Type, and Age Group - Contraceptive Care Use for Women by Program, Contraceptive Type, and Age Group - Catalog",3
https://data.chhs.ca.gov/dataset/6acfdcc9-4a46-4703-abcc-f5d5177622cc/resource/2a3d5e7f-f1cf-4fb1-a2,State of California,ca-gov,csv,hospital-profitability-2009-2013.csv,https://catalog.data.gov/dataset/hospital-profitability-2009-2013-3a390/resource/fb7c5ecb-b210-49da-ba26-91e4325a057e,"Hospital Profitability, 2009-2013 - Hospital Profitability, 2009-2013 (CSV) - Catalog",3
https://data.chhs.ca.gov/dataset/6d0c3448-6635-45ad-bd16-16eaf9e55ef7/resource/c5cce1b6-2a82-4c1a-98,State of California,ca-gov,zip,hospital-emergency-department-characteristics-by-facility-pivot-profile-gh81xh.zip,https://catalog.data.gov/dataset/hospital-emergency-department-characteristics-by-facility-pivot-profile-92d07,Hospital Emergency Department - Characteristics by Facility (Pivot Profile) - Catalog,3
https://data.chhs.ca.gov/dataset/6dacdf5b-fde6-4d0e-ab83-4c062fd9c382/resource/96d94608-e9d7-4fa8-b8,State of California,ca-gov,xlsx,healthcare_facility_services.xlsx,https://catalog.data.gov/dataset/licensed-and-certified-healthcare-facility-services-db440,Licensed and Certified Healthcare Facility Services - Catalog,3
https://data.chhs.ca.gov/dataset/714a9d67-3291-447b-94b9-9d3e1063d176/resource/15b4740d-7916-48b7-92,State of California,ca-gov,pdf,hci_retailfoodenvironment_75_narrative_and_examples_11-28-17-ada.pdf,https://catalog.data.gov/dataset/modified-retail-food-environment-index-d947d,Modified Retail Food Environment Index - Catalog,3
https://data.chhs.ca.gov/dataset/714a9d67-3291-447b-94b9-9d3e1063d176/resource/c58c1b68-6545-4039-bc,State of California,ca-gov,xlsx,hciretailfoodenvironment75cacoreplct201715nov17.xlsx,https://catalog.data.gov/dataset/modified-retail-food-environment-index-d947d,Modified Retail Food Environment Index - Catalog,3
https://data.chhs.ca.gov/dataset/715eea5e-0518-4d53-98aa-bbad5e00e7ea/resource/be04d398-552a-440f-9c,State of California,ca-gov,xlsx,forensic-vs.-civil-open-data-portal-2006-2022.xlsx,https://catalog.data.gov/dataset/forensic-vs-civil-commitment-population,Forensic vs. Civil Commitment Population - Catalog,3
https://data.chhs.ca.gov/dataset/77b9bce3-dcda-44c9-9a80-3ff317138bdd/resource/41efe60c-0434-4091-89,State of California,ca-gov,csv,ca-oshpd-ahrq-imi-statewide-2012-2015.csv,https://catalog.data.gov/dataset/california-statewide-inpatient-mortality-rates-cfdf6,California Statewide Inpatient Mortality Rates - Catalog,3
https://data.chhs.ca.gov/dataset/8eb607d8-5876-4ee0-a681-c6a03cee4de5/resource/c5c70db4-44ca-4eb0-b9,State of California,ca-gov,csv,20230413_cyouth_util_sex_supp.csv,https://catalog.data.gov/dataset/mhs-dashboard-children-and-youth-demographic-datasets-8c678/resource/8e4b4065-5af0-4693-b7ae-36829ff3488b,MHS Dashboard Children and Youth Demographic Datasets - Children and Youth Mental Health Services Utilization by Sex - Catalog,3
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/03108fe3-71f7-4e42-95,State of California,ca-gov,zip,high-school-electronic-smoking-device-and-tobacco-use-prevalence-yqgiom.zip,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4,High School Electronic Smoking Device and Tobacco Use Prevalence - Catalog,3
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/6a21386a-a527-410b-ae,State of California,ca-gov,csv,data-table-high-school-e-cig-use-prevalence-2015-2016.csv,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4,高中电子吸烟设备和烟草使用流行率 - 目录,3
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/b289e853-1fd2-48aa-9d,State of California,ca-gov,xlsx,hs-tobacco-prevalence-dd.xlsx,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4,High School Electronic Smoking Device and Tobacco Use Prevalence - Catalog,3
https://data.chhs.ca.gov/dataset/98672625-8a4e-4100-90ef-866b4fbf26f7/resource/a3c83c22-b340-4cbb-94,State of California,ca-gov,zip,obesity-in-california-2012-and-2013-1dmht2.zip,https://catalog.data.gov/dataset/obesity-in-california-2012-and-2013-428b6,"Obesity in California, 2012 and 2013 - Catalog",3
https://data.chhs.ca.gov/dataset/9bfdb084-9ca5-46f5-8121-20a53d59bfca/resource/c21e50bc-f2b9-4f01-ab,State of California,ca-gov,csv,cdph_clabsi_odp_2022.csv,https://catalog.data.gov/dataset/central-line-associated-bloodstream-infections-clabsi-in-california-hospitals-4609f,Central Line-Associated Bloodstream infections (CLABSI) in California Hospitals - Catalog,3
https://data.chhs.ca.gov/dataset/a345bba7-25ed-4019-b6e3-0b597bea7368/resource/15c4962f-e357-4b03-9d,State of California,ca-gov,csv,mrsa_bsi_odp_2023.csv,https://catalog.data.gov/dataset/methicillin-resistant-staphylococcus-aureus-mrsa-bloodstream-infections-bsi-in-california--cf5ab,Methicillin-resistant Staphylococcus aureus (MRSA) bloodstream infections (BSI) in California Hospitals - Catalog,3
https://data.chhs.ca.gov/dataset/a84cd682-23b5-47b9-be62-fc387521519e/resource/55baaf0f-f4a2-4ecf-8e,State of California,ca-gov,xlsx,respondents-indicating-at-least-1-type-of-adverse-childhood-experience-lghc-indicator-04-dd.xlsx,https://catalog.data.gov/dataset/respondents-indicating-at-least-1-type-of-adverse-childhood-experience-lghc-indicator-8e3c3,Respondents Indicating At Least 1 Type of Adverse Childhood Experience (LGHC Indicator) - Catalog,3
https://data.chhs.ca.gov/dataset/ae17c2a1-678d-4189-aad7-e1d7a09f3001/resource/1cb2186c-90ce-456d-a5,State of California,ca-gov,xlsx,cwp-data-reference-guide2016final.xlsx,https://catalog.data.gov/dataset/ca-wellness-plan-data-reference-guide-1b87e,CA Wellness Plan Data Reference Guide - Catalog,3
https://data.chhs.ca.gov/dataset/b1008bb6-2f54-4b49-a0e0-c4d1bc9440ff/resource/27c488a0-d618-407a-b7,State of California,ca-gov,pdf,hcitransportationtowork42narrativeandexamples3-20-15.pdf,https://catalog.data.gov/dataset/transportation-to-work-5006f,上班交通 - 目录,3
https://data.chhs.ca.gov/dataset/b4810e9c-c364-4231-aef8-66ee14d9213e/resource/fbb8fdcd-38d5-4068-9e,State of California,ca-gov,csv,newborn-screening-disorders-californiaregion-2009-2019_final.csv,https://catalog.data.gov/dataset/newborn-screening-disorders-a37d2,Newborn Screening Disorders - Catalog,3
https://data.chhs.ca.gov/dataset/bb703230-1f5f-44b5-8a90-55e45e08c452/resource/4a8dde27-c4e1-4ca3-86,State of California,ca-gov,csv,sugar-sweetened-beverage-consumption-in-california-residents-20122013.csv,https://catalog.data.gov/dataset/sugar-sweetened-beverage-consumption-in-california-residents-69c65,加州居民的含糖饮料消费量 - 目录,3
https://data.chhs.ca.gov/dataset/bb703230-1f5f-44b5-8a90-55e45e08c452/resource/4a8dde27-c4e1-4ca3-86,State of California,ca-gov,csv,sugar-sweetened-beverage-consumption-in-california-residents-20122013.csv,https://catalog.data.gov/dataset/sugar-sweetened-beverage-consumption-in-california-residents-69c65/resource/327fe3fc-8ae2-471e-b059-0e036dc87df9,"Consumo de bebidas azucaradas entre los residentes de California - Consumo de bebidas azucaradas entre los residentes de California, 2012/2013 (CSV) - Catálogo",3
https://data.chhs.ca.gov/dataset/bba07a91-bf3f-438b-b7c9-92e6ce351f62/resource/d8a339df-8804-4874-99,State of California,ca-gov,csv,suicide-lghc-indicator-21.csv,https://catalog.data.gov/dataset/suicide-deaths-per-100000-population-lghc-indicator-9a8e1/resource/1497ec49-fa3d-4d41-969e-03cce7def84c,"Suicide, Deaths per 100,000 Population (LGHC Indicator) - Suicide (LGHC Indicator 21) - Catalog",3
https://data.chhs.ca.gov/dataset/bc59b3db-3936-4c9b-9275-c5f4b3dc9023/resource/49b07eb5-1312-4b9d-bd,State of California,ca-gov,csv,data-dictionary-births-by-county.csv,https://catalog.data.gov/dataset/live-birth-profiles-by-county-2b5f8,Live Birth Profiles by County - Catalog,3
https://data.chhs.ca.gov/dataset/bc59b3db-3936-4c9b-9275-c5f4b3dc9023/resource/94a186da-7184-427b-b0,State of California,ca-gov,csv,2024-04_births_provisional_county_month_sup.csv,https://catalog.data.gov/dataset/live-birth-profiles-by-county-2b5f8,Live Birth Profiles by County - Catalog,3
https://data.chhs.ca.gov/dataset/bcc3e8ec-69f2-4bd2-b215-7664cb8eb720/resource/ccbc5f91-78f7-4554-86,State of California,ca-gov,zip,physician-survey-licensee-responses-by-address-of-record-zip-code-tlgtto.zip,https://catalog.data.gov/dataset/physician-survey-licensee-responses-by-address-of-record-zip-code-e5aa8,Physician Survey – Licensee Responses by Address of Record ZIP Code - Catalog,3
https://data.chhs.ca.gov/dataset/c614f79a-65fc-496f-969b-2d4b59f437f7/resource/6624a577-fc41-44df-9a,State of California,ca-gov,xlsx,2017-2018-report-card-data-user-friendly.xlsx,https://catalog.data.gov/dataset/california-health-care-quality-report-cards,California Health Care Quality Report Cards - Catalog,3
https://data.chhs.ca.gov/dataset/cdfbe77b-abdc-4e2f-b1da-db47b2064b74/resource/3855214d-a9da-4802-ba,State of California,ca-gov,csv,2018-2021-california-hospital-performance-ratings-for-coronary-artery-bypass-graft-surgery.csv,https://catalog.data.gov/dataset/california-hospital-performance-ratings-for-coronary-artery-bypass-graft-cabg-surgery-b9e65/resource/e1944646-dd65-4873-8f15-4991f7a5317b,California Hospital Performance Ratings for Coronary Artery Bypass Graft (CABG) Surgery - 2018-2021 California Hospital Performance Ratings for Coronary Artery Bypass Graft (CABG) Surgery - Catalog,3
https://data.chhs.ca.gov/dataset/cfdf572b-d7b0-4cb9-8036-47068f98298c/resource/1352e43c-0f21-4c7e-89,State of California,ca-gov,pdf,fruit-and-vegetable-consumption-in-california-residents-2012-2013.pdf,https://catalog.data.gov/dataset/fruit-and-vegetable-consumption-in-california-residents-2012-2013-819a8/resource/936a6aff-a259-4051-8b65-06be8ccc4758,"Fruit and Vegetable Consumption in California Residents, 2012/2013 - fruit-and-vegetable-consumption-in-california-residents-2012-2013 - Catalog",3
https://data.chhs.ca.gov/dataset/dab37323-5b23-492e-9328-3bcc93bd1335/resource/eeea3559-f0a2-4aad-ba,State of California,ca-gov,zip,hospital-building-data-p7suv6.zip,https://catalog.data.gov/dataset/hospital-building-data-9b31f,Hospital Building Data - Catalog,3
https://data.chhs.ca.gov/dataset/dace89fc-69ec-4fe8-a8f4-ddfbdb053020/resource/0165b232-a59c-4a3e-a3,State of California,ca-gov,pdf,data_dictionary_for_cancer_surgery-2022.pdf,https://catalog.data.gov/dataset/number-of-cancer-surgeries-volume-performed-in-california-hospitals-a3f18,Number of Cancer Surgeries (Volume) Performed in California Hospitals - Catalog,3
https://data.chhs.ca.gov/dataset/e3507cc2-5a02-496c-bcff-bdf37b45a0e3/resource/cf208dba-89a2-4278-8b,State of California,ca-gov,csv,covid-19outbreaksbymonth_30apr24.csv,https://catalog.data.gov/dataset/covid-19-outbreak-data-88e30/resource/ccead428-2a24-4278-9a27-24cc0fa08991,"COVID-19 Outbreak Data - COVID-19 Outbreaks by Month of Onset (Outbreaks reported to CDPH Jan 1, 2021 – April 29, 2024) - Catalog",3
https://data.chhs.ca.gov/dataset/e39edc8e-9db1-40a7-9e87-89169401c3f5/resource/39969fac-02c6-4dc5-96,State of California,ca-gov,csv,covid19postvaxstatewidestats_111321.csv,https://catalog.data.gov/dataset/covid-19-post-vaccination-infection-data-archived-a6744/resource/2ac2ce77-5de4-4a5a-934c-96eca19ad015,"COVID-19 Post-Vaccination Infection Data (ARCHIVED) - COVID-19 Post Vaccination Statewide Stats (archived - November 13, 2021) - Catalog",3
https://data.chhs.ca.gov/dataset/e39edc8e-9db1-40a7-9e87-89169401c3f5/resource/de27ce58-edc8-45fb-be,State of California,ca-gov,csv,covid19postvaxstatewidestats_07172022.csv,https://catalog.data.gov/dataset/covid-19-post-vaccination-infection-data-archived-a6744/resource/d9dd49f2-db88-41d2-a830-bf8294e9edb5,"COVID-19 Post-Vaccination Infection Data (ARCHIVED) - COVID-19 Post Vaccination Statewide Stats (archived - July 17, 2022) - Catalog",3
https://data.chhs.ca.gov/dataset/e54d331c-65d3-4c6e-b4ba-390bd7024248/resource/4cf317a8-c7a4-40b7-8f,State of California,ca-gov,xlsx,new-drug-data-jan-apr-2024.xlsx,https://catalog.data.gov/dataset/prescription-drugs-introduced-to-market-b9ac6,Prescription Drugs Introduced to Market - Catalog,3
https://data.chhs.ca.gov/dataset/e54d331c-65d3-4c6e-b4ba-390bd7024248/resource/74c10fe7-1b66-4288-b8,State of California,ca-gov,csv,new-prescription-drug-data-dictionary.csv,https://catalog.data.gov/dataset/prescription-drugs-introduced-to-market-56a15,Prescription Drugs Introduced to Market - Catalog,3
https://data.chhs.ca.gov/dataset/e6232106-f24c-49a4-9d2e-84346daaf3c4/resource/fe9f5729-6883-4725-91,State of California,ca-gov,csv,kta-county-data-mar-2024-final.csv,https://catalog.data.gov/dataset/katie-a-specialty-mental-health-datasets-09cfc,Katie A. Specialty Mental Health Datasets - Catalog,3
https://data.chhs.ca.gov/dataset/e6232106-f24c-49a4-9d2e-84346daaf3c4/resource/fe9f5729-6883-4725-91,State of California,ca-gov,csv,kta-county-data-mar-2024-final.csv,https://catalog.data.gov/dataset/katie-a-specialty-mental-health-datasets-09cfc/resource/4ef7272c-98ce-4306-be46-0919b67d3676,Katie A. Specialty Mental Health Datasets - Katie A. County Fiscal Year Data - Catalog,3
https://data.chhs.ca.gov/dataset/e89100fd-1f1d-4a37-8205-d588aa42e5a1/resource/e083f267-43bf-427b-9e,State of California,ca-gov,xlsx,elms_aspen_oshpd_cw_jan2024.xlsx,https://catalog.data.gov/dataset/licensed-and-certified-healthcare-facility-crosswalk,Licensed and Certified Healthcare Facility Crosswalk - Catalog,3
https://data.chhs.ca.gov/dataset/ea0c8ca9-023e-46a3-b95b-b9d4ab8ec195/resource/28df017b-7693-4d83-b1,State of California,ca-gov,xlsx,hadr-22.xlsx,https://catalog.data.gov/dataset/hospital-annual-financial-data-selected-data-pivot-tables-a3e84/resource/cc7b8fdf-c498-4d14-befc-1cfb3bc6ed17?inner_span=True,Hospital Annual Financial Data - Selected Data & Pivot Tables - 2022 CY Hospital Annual Selected File (April 2024 Extract) - Catalog,3
https://data.chhs.ca.gov/dataset/ea0c8ca9-023e-46a3-b95b-b9d4ab8ec195/resource/a6745a1c-7edb-47b2-a4,State of California,ca-gov,xlsx,hadr-21-22.xlsx,https://catalog.data.gov/dataset/hospital-annual-financial-data-selected-data-pivot-tables-a3e84/resource/c3ac25b7-49c5-4309-80ba-f3b9a7885725,Hospital Annual Financial Data - Selected Data & Pivot Tables - 2021-2022 FY Hospital Annual Selected File (April 2024 Extract) - Catalog,3
https://data.chhs.ca.gov/dataset/ead44d40-fd63-4f9f-950a-3b0111074de8/resource/ec32eece-7474-4488-87,State of California,ca-gov,csv,covid19vaccinesbyzipcode_test.csv,https://catalog.data.gov/dataset/covid-19-vaccine-progress-dashboard-data-by-zip-code-edd80,COVID-19 Vaccine Progress Dashboard Data by ZIP Code - Catalog,3
https://data.chhs.ca.gov/dataset/eb4cece5-05ea-42d6-a5e0-e7a4f1410ac5/resource/5fec180d-f98d-4f1e-86,State of California,ca-gov,pdf,data-dictionary.pdf,https://catalog.data.gov/dataset/trends-in-the-utilization-and-mortality-for-coronary-artery-bypass-graft-surgery-in-califo-9c3ee,Trends in the Utilization and Mortality for Coronary Artery Bypass Graft Surgery in California Hospitals - Catalog,3
https://data.chhs.ca.gov/dataset/f243090b-4c05-4c61-b614-7cb49b86b21d/resource/12441f54-c014-4a71-82,State of California,ca-gov,csv,cdph_ssi_nosurgfac_odp_2022.csv,https://catalog.data.gov/dataset/surgical-site-infections-ssis-for-operative-procedures-in-california-hospitals-a6bf6,Surgical Site Infections (SSIs) for Operative Procedures in California Hospitals - Catalog,3
https://data.chhs.ca.gov/dataset/f243090b-4c05-4c61-b614-7cb49b86b21d/resource/afa82e27-b9fb-4db8-88,State of California,ca-gov,csv,ca_ssi_adult_odp_2022.csv,https://catalog.data.gov/dataset/surgical-site-infections-ssis-for-operative-procedures-in-california-hospitals-a6bf6/resource/a4b7a90f-0df6-476d-ac57-d31895fb8ffc?inner_span=True,Surgical Site Infections (SSIs) for Operative Procedures in California Hospitals - SSI in Adult Patients 2022 - Catalog,3
https://data.chhs.ca.gov/dataset/f36f29a0-3ad3-4b56-b954-c82766ed5a4a/resource/c441b087-ed26-4652-bd,State of California,ca-gov,csv,ca-oshpd-preventablehospitalizationsunder18pdi-county.csv,https://catalog.data.gov/dataset/rates-of-preventable-hospitalizations-age18-for-selected-medical-conditions-by-county-69bd7,Rates of Preventable Hospitalizations (Age<18) for Selected Medical Conditions by County - Catalog,3
https://data.chhs.ca.gov/dataset/f9feb1b8-16de-41fc-a983-084bcf80db11/resource/4f210e78-4086-4193-b0,State of California,ca-gov,xlsx,adults-with-diabetes-per-100-lghc-indicator-23-dd.xlsx,https://catalog.data.gov/dataset/adults-with-diabetes-per-100-lghc-indicator-f3583,Adults with Diabetes Per 100 (LGHC Indicator) - Catalog,3
https://data.chhs.ca.gov/dataset/fc544658-35c5-4be0-af20-fc703bc57c13/resource/96fb5413-c61b-428c-99,State of California,ca-gov,zip,influenza-surveillance-jtpkmr.zip,https://catalog.data.gov/dataset/influenza-surveillance-05970/resource/d0816be5-3315-483e-a703-a2e23d9e70f7,Influenza Surveillance - All resource data - Catalog,3
https://data.chhs.ca.gov/dataset/fc544658-35c5-4be0-af20-fc703bc57c13/resource/be3e8fce-d47d-4bb8-8c,State of California,ca-gov,xlsx,datadictionary-outpatient-influenza-like-illness.xlsx,https://catalog.data.gov/dataset/influenza-surveillance-05970/resource/3675e75b-b396-4d52-b2f3-28fa35bacb00,Influenza Surveillance - Data Dictionary-Outpatient Influenza-like Illness - Catalog,3
https://data.cnra.ca.gov/dataset/1fa7c70b-d442-42e7-b9b4-a0271950aea9/resource/33ab3848-b6ac-44b9-92,State of California,ca-gov,xlsx,sportfishing.com-pbf-tracking.xlsx,https://catalog.data.gov/dataset/pacific-bluefin-tuna-tracking-sportfishing-report-com-d3e10,Pacific Bluefin Tuna Tracking - Sportfishing Report.com - Catalog,3
https://data.cnra.ca.gov/dataset/3147d563-3615-4683-a4be-75143361d948/resource/997e4289-31a5-471f-81,State of California,ca-gov,csv,lwu-precip-data-to-2023_basic_flatfile_withcoordinates.csv,https://catalog.data.gov/dataset/annual-precipitation-data-for-northern-california-1944-current-6b593,Annual Precipitation Data for Northern California 1944-Current - Catalog,3
https://data.cnra.ca.gov/dataset/511528b2-f7d3-4d86-8902-cc9befeeeed5/resource/76125ef4-2ab8-4c6f-ad,State of California,ca-gov,csv,ca_nhd_referencedatatracker_20210112.csv,https://catalog.data.gov/dataset/national-hydrography-dataset-nhd-0c127,National Hydrography Data - NHD and 3DHP - Catalog,3
https://data.cnra.ca.gov/dataset/511528b2-f7d3-4d86-8902-cc9befeeeed5/resource/ec84510b-2cd3-41c1-9f,State of California,ca-gov,zip,nhd_major_lakes_and_reservoirs.zip,https://catalog.data.gov/dataset/national-hydrography-dataset-nhd-0c127,National Hydrography Data - NHD and 3DHP - Catalog,3
https://data.cnra.ca.gov/dataset/618c73fe-b28c-4399-a824-43d0278fe974/resource/03967113-1556-4100-af,State of California,ca-gov,csv,gwl-stations.csv,https://catalog.data.gov/dataset/continuous-groundwater-level-measurements-5481b,Continuous Groundwater Level Measurements - Catalog,3
https://data.cnra.ca.gov/dataset/618c73fe-b28c-4399-a824-43d0278fe974/resource/16f256f8-35a4-4cab-ae,State of California,ca-gov,csv,gwl-monthly.csv,https://catalog.data.gov/dataset/continuous-groundwater-level-measurements-5481b/resource/6b342294-0762-4101-9100-38aa7e6d3204,Continuous Groundwater Level Measurements - Groundwater Levels - Monthly Mean - Catalog,3
https://data.cnra.ca.gov/dataset/9b5562c1-e252-48ea-922d-f94eed285301/resource/b13005bf-2bfd-4b2f-86,State of California,ca-gov,pdf,33-craig-final.pdf,https://catalog.data.gov/dataset/rocky-intertidal-ecosystems-california-north-coast-mpa-baseline-study/resource/e57291a6-9fda-4566-9137-f9eed5e80f31,"Rocky Intertidal Ecosystems, California North Coast MPA Baseline Study - Final Report: North Coast Baseline Surveys of Rocky Intertidal Ecosystems - Catalog",3
https://data.cnra.ca.gov/dataset/c9b57f91-5c43-4d11-9eac-74032aae6b5d/resource/32e74de9-726c-4754-b8,State of California,ca-gov,xlsx,cdfw-dmp-metadata-van-damme-temperature-22-06-29.xlsx,https://catalog.data.gov/dataset/water-temperature-measurements-van-damme-state-park-1992-2021-3ede4,Water Temperature Measurements - Van Damme State Park - 1992-2023 - Catalog,3
https://data.cnra.ca.gov/dataset/dd9b15f5-6d08-4d8c-bace-37dc761a9c08/resource/bfa9f262-24a1-45bd-8d,State of California,ca-gov,csv,measurements.csv,https://catalog.data.gov/dataset/periodic-groundwater-level-measurements-bc2a9,Periodic Groundwater Level Measurements - Catalog,3
https://data.cnra.ca.gov/dataset/ea4de5b9-b949-434f-a045-e95a10eeb110/resource/a9906906-bb59-4d28-97,State of California,ca-gov,zip,i15_landuse_fresno2009_east_shp.zip,https://catalog.data.gov/dataset/county-land-use-surveys-838e5/resource/6a96898b-17ef-4f1b-9d0f-3bbfa383dd07?inner_span=True,County Land Use Surveys - 2009 Fresno County East Land Use GIS Shapefile - Catalog,3
https://data.debtwatch.treasurer.ca.gov/api/views/d4ji-cndy/rows.csv?accessType=DOWNLOAD,State of California,ca-gov,csv,rows.csv?accessType=DOWNLOAD,https://catalog.data.gov/dataset/san-diego-county-27f54,San Diego County - Catalog,3
https://data.debtwatch.treasurer.ca.gov/api/views/tda5-nsyn/rows.csv?accessType=DOWNLOAD,State of California,ca-gov,csv,rows.csv?accessType=DOWNLOAD,https://catalog.data.gov/dataset/election-data-da525,Election Data - Catalog,3
https://data.debtwatch.treasurer.ca.gov/api/views/tu5s-vpc2/rows.csv?accessType=DOWNLOAD,State of California,ca-gov,csv,rows.csv?accessType=DOWNLOAD,https://catalog.data.gov/dataset/cities-bfa3f,Thành phố - Danh mục,3
https://data.debtwatch.treasurer.ca.gov/api/views/yng6-vaxy/rows.csv?accessType=DOWNLOAD,State of California,ca-gov,csv,rows.csv?accessType=DOWNLOAD,https://catalog.data.gov/dataset/cda-all-data-3924a,CDA All Data - Catalog,3
